hostname,st_spectype,st_teff,st_lum,st_rad,spectral_class,log_temp
Kepler-991,,4392.0,-0.831,0.61,,3.6426623314420357
Kepler-1956,,4391.0,-1.045,0.68,,3.642563437104388
HAT-P-54,K7,4390.0,-0.855,0.62,K,3.6424645202421213
tau Gem,K2 III,4388.0,2.519,26.8,K,3.6422666189026733
Kepler-81,M0 V,4385.0,-0.889,0.59,M,3.6419695977020594
K2-349,,4385.0,-0.366,0.49,,3.6419695977020594
HD 22496,K5/M0V,4385.0,-1.174,0.67,K,3.6419695977020594
HD 47536,K1 III,4380.0,2.248,23.47,K,3.6414741105040997
Kepler-1880,,4380.0,-0.762,0.53,,3.6414741105040997
K2-344,,4374.0,-1.225,0.49,,3.640878778701618
HD 1690,K1 III,4374.0,1.52,21.66,K,3.640878778701618
Kepler-1512,,4372.0,-1.695,0.67,,3.6406801532776654
DH Tau,M0.5,4371.0,-0.212,0.27,M,3.6405808064896528
Kepler-415,,4362.0,-0.805,0.64,,3.6396856612426816
Kepler-55,,4362.0,-0.763,0.58,,3.6396856612426816
GQ Lup,K7e V,4360.0,-0.072,1.94,K,3.639486489268586
TOI-2443,,4357.0,-0.817,0.73,,3.639187559935754
K2-130,,4356.47,-0.799,0.74,,3.639134727694249
Kepler-1939,,4353.0,-0.808,0.6,,3.638788667157398
HIP 5763,K6 V,4352.0,-0.74,0.75,K,3.6386888866901237
Kepler-283,,4351.0,-0.983,0.57,,3.638589083292717
TOI-1130,,4350.0,-0.818,0.7,,3.6384892569546374
Kepler-1086,,4350.0,-0.86,0.66,,3.6384892569546374
K2-116,,4348.35,-0.746,0.67,,3.6383244933146974
HD 60292,K0 III,4348.0,2.394,27.0,K,3.638289535414257
K2-367,,4348.0,-0.854,0.62,,3.638289535414257
GJ 160.2,M0 V,4347.0,-0.796,0.66,M,3.638189640190837
Kepler-331,,4347.0,-0.784,0.49,,3.638189640190837
Kepler-753,,4346.0,-0.865,0.65,,3.638089721984506
K2-414,,4343.0,-0.705,0.73,,3.6377898293622293
Kepler-441,,4340.0,-1.051,0.55,,3.637489729512511
Kepler-833,,4339.0,-0.793,0.62,,3.637389650129212
K2-126,,4339.0,-0.878,0.65,,3.637389650129212
TOI-1782,,4336.0,-0.846,0.67,,3.6370892735303304
gam1 Leo,K1 IIIb Fe-0.5,4330.0,2.51,31.88,K,3.6364878963533656
HD 17092,K0 III,4326.0,1.756,13.58,K,3.636086515103073
K2-50,,4326.0,-0.874,0.55,,3.636086515103073
KOI-7913 A,K6 V,4324.0,-0.768,0.79,K,3.6358856852812727
BD-06 1339,K7/M0 V,4324.0,-1.022,0.69,K,3.6358856852812727
HD 66141,K2 III,4323.0,2.24,21.4,K,3.6357852355336515
Kepler-205,M1 V,4321.0,-0.956,0.55,M,3.63558426631123
K2-17,K7,4320.0,-0.997,0.66,K,3.635483746814912
TOI-178,K,4316.0,-0.879,0.65,K,3.635081436010873
HIP 19976,,4316.0,-0.729,0.77,,3.635081436010873
Kepler-895,,4315.0,-0.854,0.61,,3.6349808000512285
HD 11755,G5,4312.0,2.169,20.58,G,3.634678752178682
Qatar-9,K5 V,4309.0,-0.821,0.7,K,3.6343764940883676
HD 174205,K2,4308.0,2.378,26.6,K,3.634275694625944
Kepler-1096,,4306.0,-0.84,0.63,,3.634074025487468
Kepler-1669,,4303.0,-0.803,0.71,,3.6337713460825554
WASP-59,,4302.0,-0.794,0.61,,3.6336704060514435
TYC 4282-00605-1,,4300.0,1.91,16.21,,3.6334684555795866
HIP 66074,,4300.0,-0.818,0.69,,3.6334684555795866
Kepler-1105,,4299.0,-0.945,0.68,,3.633367445117007
Kepler-580,,4298.0,-0.896,0.64,,3.6332664111554247
HD 240210,K3 III,4297.0,1.55,25.46,K,3.633165353683903
BD+20 274,K5 III,4296.0,1.96,17.3,K,3.6330642726914992
K2-50,,4292.67,-0.874,0.63,,3.632727503273835
Kepler-970,,4290.0,-0.775,0.71,,3.6324572921847245
Kepler-551,,4286.0,-0.895,0.63,,3.63205216670581
K2-266,,4285.0,-0.766,0.7,,3.631950826259217
NGC 2682 Sand 364,K3 III,4284.0,2.072,39.59,K,3.631849462159818
K2-212,,4272.0,-0.91,0.65,,3.6306312440205
Kepler-52,M0 V,4263.0,-0.996,0.56,M,3.629715332647132
TOI-3082,,4263.0,-0.861,0.68,,3.629715332647132
GJ 9714,K5V,4263.0,-0.884,0.66,K,3.629715332647132
HD 19615,K0,4263.0,2.515,32.3,K,3.629715332647132
Kepler-395,,4262.0,-1.194,0.56,,3.629613445378183
Kepler-333,,4259.0,-0.928,0.53,,3.629307640073749
Kepler-267,M1 V,4258.0,-1.229,0.56,M,3.629205657102304
Kepler-329,,4257.0,-0.971,0.52,,3.6291036501771363
Kepler-235,M0 V,4255.0,-1.102,0.55,M,3.628899564420607
Kepler-1161,,4253.0,-0.653,0.57,,3.628695382714023
Kepler-54,M1 V,4252.0,-1.301,0.55,M,3.6285932558512592
Kepler-49,M1 V,4252.0,-1.131,0.56,M,3.6285932558512592
Wendelstein-1,K7 V,4251.0,-0.938,0.61,K,3.628491104967123
V830 Tau,,4250.0,0.08,2.0,,3.6283889300503116
Kepler-787,,4248.0,-0.895,0.62,,3.6281845080734128
Kepler-1802,,4245.0,-0.925,0.64,,3.6278776945799716
Kepler-1850,,4239.0,-0.81,0.6,,3.627263416568221
GJ 9827,K7 V,4236.0,-0.942,0.6,K,3.6269559514354475
GJ 9827,K7 V,4236.0,-1.004,0.6,K,3.6269559514354475
Kepler-1910,,4234.0,-0.927,0.64,,3.6267508536833932
Kepler-1456,,4231.0,-0.957,0.62,,3.6264430253312945
TOI-5218,,4230.0,-0.824,0.71,,3.6263403673750423
TOI-1260,K6 V,4227.0,-0.889,0.67,K,3.626032247829019
Kepler-1669,,4224.0,-0.803,0.6,,3.625723909525756
Kepler-898,,4223.0,-0.875,0.62,,3.625621081424908
K2-21,M0.0,4222.06,-0.985,0.65,M,3.6255244008057823
K2-21,M0.0,4222.06,-1.026,0.65,M,3.6255244008057823
HD 95127,K0,4218.0,2.28,41.01,K,3.6251065754034677
K2-401,K7,4213.0,-0.835,0.68,K,3.6245914591268478
11 UMi,K4 III,4213.0,2.43,29.79,K,3.6245914591268478
Kepler-252,M0 V,4208.0,-0.786,0.55,M,3.6240757311456826
Kepler-316,,4204.0,-0.936,0.52,,3.6236627073562047
HS Psc,K7 V,4203.0,-0.914,0.65,K,3.623559390005437
Kepler-622,,4201.0,-0.862,0.61,,3.623352681537992
K2-377,,4200.0,-0.818,0.69,,3.6232492903979003
42 Dra,K1.5 III,4200.0,2.155,22.03,K,3.6232492903979003
NGC 2682 Sand 978,K4 III,4200.0,2.157,21.02,K,3.6232492903979003
GSC 06214-00210,K7,4200.0,-0.42,0.9,K,3.6232492903979003
TOI-2459,,4195.0,-0.896,0.68,,3.622731965164719
LkCa 15,,4194.0,-0.192,1.61,,3.622628426129325
Kepler-674,,4192.0,-0.907,0.57,,3.6224212739756703
Kepler-1314,,4188.0,-1.891,0.59,,3.622006673006805
Kepler-901,,4184.0,-0.984,0.57,,3.621591675859218
HD 113996,K5 III,4181.0,2.464,25.11,K,3.621280167550415
K2-49,,4175.0,-0.774,0.45,,3.620656479819621
HD 13189,K2,4175.0,2.636,38.41,K,3.620656479819621
TOI-2018,K V,4174.0,-1.0,0.62,K,3.620552444729435
HIP 55507,M0,4171.0,-0.845,0.72,M,3.6202401898458314
TOI-544,,4169.0,-0.9,0.62,,3.6200318951262975
17 Sco,K3 III,4157.0,2.254,25.92,K,3.618780024506215
HD 112640,K0 III,4155.0,2.453,39.0,K,3.61857102812013
HD 150010,K2 III,4153.0,1.982,16.2,K,3.6183619311098782
HIP 71135,M1,4146.0,-0.908,0.68,M,3.617629297757842
WASP-80,K7-M0 V,4143.0,-1.04,0.59,K,3.6173149332982937
K2-322,,4141.0,-1.039,0.6,,3.617105230502378
HD 81817,K3 III,4140.0,3.261,83.8,K,3.617000341120899
K2-284,,4140.0,-1.013,0.61,,3.617000341120899
BD+20 2457,K2 II,4137.0,3.17,49.0,K,3.616685520895512
Kepler-440,,4134.0,-1.102,0.56,,3.6163704722912695
Kepler-1687,,4132.0,-0.859,0.73,,3.6161603128475828
Kepler-844,,4128.0,-0.921,0.57,,3.615739688619155
HD 211970,K7 V,4127.0,-1.065,0.57,K,3.615634468877416
K2-69,,4127.0,-1.356,0.49,,3.615634468877416
bet UMi,K4 III,4126.0,2.73,38.3,K,3.615529223637133
GJ 414 A,K7 V,4120.0,-0.924,0.68,K,3.6148972160331345
K2-413,,4116.0,-0.833,0.7,,3.6144753660903954
TOI-1411,,4115.0,-1.013,0.61,,3.6143698395482886
EPIC 206042996,,4114.0,-0.98,0.5,,3.614264287358705
Kepler-1367,,4106.0,-0.905,0.6,,3.613418945034573
HIP 70849,K7 V,4105.0,-1.048,0.63,K,3.6133131614554594
Kepler-1203,,4105.0,-0.854,0.61,,3.6133131614554594
K2-45,,4103.0,-0.74,0.69,,3.6131015169669127
Kepler-658,,4103.0,-0.899,0.6,,3.6131015169669127
TOI-2411,,4099.0,-0.871,0.68,,3.6126779183165016
Kepler-1388,,4098.0,-1.107,0.61,,3.612571954065176
K2-154,M0.0 V,4097.0,-1.018,0.63,M,3.6124659639531425
Kepler-120,M0 V,4096.0,-0.677,0.53,M,3.612359947967774
Kepler-49,M1 V,4095.6,-1.131,0.62,M,3.6123175343262637
BD+03 2562,,4095.0,2.7,32.35,,3.6122539060964374
Kepler-1321,,4094.0,-0.862,0.53,,3.6121478383264867
bet Cnc,K4 III,4092.1,2.9,47.2,K,3.611946238167575
Kepler-1410,,4092.0,-1.158,0.6,,3.6119356250401227
HD 147379,M0.0 V,4090.0,-1.097,0.63,M,3.611723308007342
HIP 38594,M0,4086.3,-1.062,0.63,M,3.611330247651746
Kepler-83,M0 V,4082.0,-1.102,0.61,M,3.6108730003800518
IRAS 04125+2902,,4080.0,-0.332,1.45,,3.61066016308988
K2-148,,4079.0,-0.996,0.63,,3.6105537053170944
HD 4760,K2,4076.0,2.93,42.4,K,3.610234175334389
Kepler-1455,,4075.0,-1.141,0.6,,3.6101276130759956
Kepler-52,M0 V,4075.0,-0.996,0.52,M,3.6101276130759956
TOI-2427,,4072.0,-0.942,0.65,,3.6098077693287025
HATS-77,,4071.0,-0.992,0.64,,3.6097011023793995
Kepler-1366,,4070.0,-0.996,0.6,,3.60959440922522
GJ 2056,M0V:,4069.95,-0.905,0.71,M,3.609589073879402
HD 158996,K5 III,4069.0,3.015,50.3,K,3.6094876898532853
1RXS J160929.1-210524,K7 V,4060.0,-0.37,1.31,K,3.6085260335771943
EPIC 211822797,M0,4057.0,-1.153,0.58,M,3.608205007704326
alf Tau,K5 III,4055.0,2.672,45.1,K,3.6079908585471747
HD 24064,K0,4052.0,2.546,40.0,K,3.607669436688243
BD-210397,K7 V,4051.0,-0.87,0.75,K,3.607562243183588
HIP 34222,K7 V,4050.0,-1.033,0.62,K,3.6074550232146683
2MASS J22362452+4751425,K7 V,4045.0,-1.021,0.64,K,3.606918525948291
K2-152,M0.0 V,4044.0,-1.06,0.61,M,3.6068111469189637
HD 81817,K3 III,4043.33,3.46,109.46,K,3.6067391881133894
Kepler-777,,4043.0,-0.968,0.56,,3.6067037413336744
HD 208527,M1 III,4035.0,2.863,51.1,M,3.605843539058089
K2-123,,4035.0,-1.143,0.59,,3.605843539058089
GU Psc,M3,4031.81,-1.602,0.45,M,3.605500057689497
TOI-277,,4031.0,-1.35,0.36,,3.605412798153051
Kepler-1009,,4027.0,-0.987,0.57,,3.6049816296074315
TOI-260,K8 V,4026.0,0.087,0.55,K,3.6048737705526355
HIP 54373,K5 V,4021.0,-1.222,0.56,K,3.604334073102911
Kepler-61,K7 V,4017.0,-0.971,0.62,K,3.6039018317316716
HATS-76,,4016.0,-1.038,0.63,,3.603793704136963
HIP 48714,M0.5 Ve,4015.5,-1.156,0.6,M,3.6037396302426137
K2-4,,4014.73,-0.915,0.57,,3.6036563432752193
GJ 338 B,M0 V,4014.0,-1.101,0.58,M,3.6035773681514667
HIP 4845,K7V,4010.0,-1.034,0.6,K,3.603144372620182
K2-122,M0,4009.0,-1.102,0.59,M,3.6030360562505215
TOI-2768,M,4008.0,-0.998,0.66,M,3.6029277128591892
GJ 676 A,M0,4006.03,-1.043,0.65,M,3.602714197275499
GJ 676 A,M0 V,4006.03,-1.043,0.65,M,3.602714197275499
K2-71,,4006.0,-1.519,0.43,,3.6027109449575576
HIP 107772,M0 V,4006.0,-1.163,0.51,M,3.6027109449575576
Kepler-988,,4005.0,-1.047,0.53,,3.6026025204202563
Kepler-1074,,4002.0,-1.121,0.57,,3.6022770843001926
TOI-1235,M0.5 V,3997.0,-1.054,0.62,M,3.601734148260105
TOI-5616,,3996.0,-0.993,0.65,,3.601625479553945
TOI-1749,M0 V,3985.0,-1.156,0.55,M,3.600428325732131
TOI-1728,M0,3980.0,-1.056,0.62,M,3.5998830720736876
GJ 900 A,K7,3976.0,-0.921,0.72,K,3.5994463757252757
Kepler-1735,,3975.0,-1.193,0.51,,3.5993371329924893
PDS 70,K7,3972.0,-0.489,1.06,K,3.5990092398233435
PDS 70,K7,3972.0,-0.456,1.26,K,3.5990092398233435
Kepler-1798,,3967.0,-0.957,0.59,,3.5984622004741507
Ross 458,M2,3965.42,-1.298,0.56,M,3.5982891926680884
Kepler-1152,,3964.0,-1.097,0.53,,3.598133645813238
Kepler-1075,,3959.0,-1.113,0.54,,3.5975855017522047
Kepler-1749,,3957.0,-0.95,0.55,,3.597366050266028
K2-3,M V,3951.0,-1.231,0.55,M,3.596707029681446
LP 714-47,M0.0 V,3950.0,-1.125,0.58,M,3.59659709562646
Kepler-303,M0 V,3944.0,-1.066,0.49,M,3.5959369062691735
TOI-2384,,3943.0,-1.119,0.61,,3.5958267770732233
HD 96127,K2 III,3943.0,2.86,51.1,K,3.5958267770732233
TOI-2274,M,3943.0,-1.062,0.63,M,3.5958267770732233
HD 36384,M0 III,3940.0,2.589,38.4,M,3.595496221825574
Kepler-994,,3934.0,-1.139,0.54,,3.594834355583318
HD 238090,M0.0 V,3933.0,-1.154,0.57,M,3.5947239464097467
Kepler-505,,3931.0,-1.079,0.53,,3.5945030438200893
TOI-1759,,3930.0,-1.057,0.57,,3.5943925503754266
K2-5,K7.5 V,3930.0,-1.083,0.57,K,3.5943925503754266
TOI-532,,3927.0,-1.095,0.61,,3.594060901270418
HD 240237,K2 III,3926.0,2.49,71.23,K,3.5939502952639875
TOI-1899,M0,3926.0,-1.057,0.61,M,3.5939502952639875
K2-286,M0 V,3926.0,-1.046,0.62,M,3.5939502952639875
K2-326,,3924.0,-0.978,0.69,,3.593728998707911
TOI-833,,3920.0,-1.111,0.6,,3.593286067020457
K2-155,K7,3919.0,-1.05,0.58,K,3.5931752634781025
NGTS-1,M0.5,3916.0,-1.153,0.57,M,3.5928426831311002
Kepler-26,M0 V,3914.0,-1.06,0.51,M,3.592620821321982
TOI-3757,M0 V,3913.0,-1.06,0.62,M,3.59250984790068
GJ 740,M1.0 V,3913.0,-1.206,0.56,M,3.59250984790068
GJ 229,M1/M2 V,3912.54,-1.553,0.46,M,3.592458790603189
GJ 229,,3912.54,-1.222,0.46,,3.592458790603189
GJ 3082,M4,3910.0,-1.463,0.47,M,3.5921767573958667
K2-83,,3910.0,-1.204,0.42,,3.5921767573958667
RR Cae,M,3904.0,-2.108,0.19,M,3.591509808994654
Kepler-353,,3903.0,-1.187,0.5,,3.5913985512812485
TOI-4342,M0 V,3901.0,-1.127,0.6,M,3.5911759503117913
HIP 12961,M0,3901.0,-1.003,0.65,M,3.5911759503117913
Kepler-32,M1 V,3900.0,-1.292,0.53,M,3.591064607026499
GJ 328,M0.0,3897.0,-1.08,0.63,M,3.5907304057926903
TOI-5634 A,,3896.0,-1.245,0.54,,3.590618948206578
Gl 378,M1,3879.0,-1.222,0.56,M,3.5887197796000563
K2-22,M0 V,3879.0,-1.074,0.58,M,3.5887197796000563
TOI-1075,K9 V/M0 V,3875.0,-1.144,0.58,K,3.588271706842329
Kepler-1948,,3872.0,-0.862,0.56,,3.587935348636356
Kepler-1761,,3871.0,-1.17,0.53,,3.5878231713189552
TOI-3629,M1,3870.0,-1.125,0.6,M,3.5877109650189114
GJ 3942,M0,3867.0,-1.12,0.61,M,3.5873741720730656
Kepler-1805,,3867.0,-1.177,0.55,,3.5873741720730656
UCAC3 113-933,M0,3864.0,-1.194,0.56,M,3.5870371177434555
Kepler-1049,,3864.0,-1.14,0.49,,3.5870371177434555
TOI-1801,M0.5+/-0.5 V,3863.0,-1.23,0.55,M,3.5869247081448203
K2-417,M V,3861.0,-1.202,0.58,M,3.586699801624049
HD 18438,M2.5 III,3860.0,2.968,88.48,M,3.586587304671755
K2-321,,3855.0,-1.254,0.58,,3.5860243823869755
K2-318,,3851.0,-1.277,0.55,,3.585573518622731
ROXs 12,M0,3850.0,-0.79,1.07,M,3.5854607295085006
K2-153,M3.0 V,3845.0,-1.367,0.53,M,3.5848963441374497
Kepler-1663,,3844.0,-1.109,0.63,,3.584783378996508
Kepler-993,,3843.0,-1.229,0.54,,3.584670384464349
L 168-9,M0.5 V,3842.0,-1.097,0.6,M,3.584557360525675
Kepler-138,M1 V,3841.0,-1.252,0.54,M,3.5844443071651764
K2-43,,3840.6,-1.212,0.56,,3.584399077579434
GJ 720 A,M0.5 V,3837.0,-1.217,0.56,M,3.583991799198316
Kepler-1729,,3837.0,-0.663,0.52,,3.583991799198316
GJ 9689,M0.5,3836.0,-1.2,0.57,M,3.583878598498626
SR 12 AB,,3828.93,-0.628,1.1,,3.58307742670506
Kepler-1350,,3827.0,-1.283,0.53,,3.5828584622244994
Kepler-1826,,3821.0,-1.122,0.49,,3.5821770376884086
Kepler-45,M,3820.0,-1.276,0.55,M,3.582063362911709
GJ 685,M0.5,3816.0,-1.253,0.54,M,3.5816083660320577
Kepler-737,,3813.0,-1.301,0.48,,3.5812668052736707
GJ 180,M3,3811.5,-1.609,0.41,M,3.5810959241060507
GJ 9404,M2V,3811.0,-1.0,0.63,M,3.581038948772167
Kepler-125,M1 V,3810.0,-1.328,0.51,M,3.5809249756756194
K2-240,M0.5 V,3810.0,-1.276,0.54,M,3.5809249756756194
CI Tau,K7,3807.0,-0.255,1.88,K,3.580582876814367
Kepler-1904,,3805.0,-1.298,0.5,,3.5803546611065915
Gl 49,M1.5 V,3805.0,-1.306,0.51,M,3.5803546611065915
Kepler-779,,3804.0,-1.234,0.44,,3.5802405082653763
K2-343,,3804.0,-1.439,0.46,,3.5802405082653763
HD 260655,M0 V,3803.0,-1.44,0.44,M,3.5801263254115825
HD 6860,M0 III,3802.0,3.224,86.4,M,3.5800121125294244
TOI-2081,M1.0,3800.0,-1.338,0.53,M,3.57978359661681
Kepler-327,,3799.0,-1.26,0.49,,3.57966929355472
GJ 724,M1.0 V,3799.0,-1.291,0.52,M,3.57966929355472
TOI-1278,M0 V,3799.0,-1.212,0.57,M,3.57966929355472
K2-54,,3798.0,-1.011,0.64,,3.5795549604009986
TOI-4201,M1.0+/-0.5,3794.0,-1.119,0.63,M,3.5790973265526436
HATS-75,,3790.4,-1.197,0.58,,3.57868504337869
K2-14,M0,3789.0,-0.968,0.45,M,3.578524605274993
Kepler-186,M1,3788.0,-1.385,0.47,M,3.5784099703312355
HD 220074,M2 III,3787.0,2.894,54.92,M,3.578295305120826
GJ 96,M2,3785.0,-1.052,0.58,M,3.5780658838360915
K2-26,M1.0 V,3785.0,-1.31,0.52,M,3.5780658838360915
Kepler-1229,,3784.0,-1.533,0.51,,3.5779511277297553
EPIC 228836835,,3782.0,-1.612,0.32,,3.577721524509021
K2-345,,3779.0,-1.32,0.52,,3.5773768919170146
K2-117,M1.0 V,3778.0,-1.357,0.51,M,3.577261953585815
HATS-74 A,,3776.9,-1.216,0.58,,3.577135486277586
TOI-1467,,3776.0,-1.42,0.46,,3.5770319856260313
TOI-904,,3770.2,-1.292,0.53,,3.5763643890897483
Kepler-568,,3768.0,-1.33,0.53,,3.57611089412084
Kepler-231,M1 V,3767.0,-1.036,0.49,M,3.5759956202032677
TOI-672,,3765.0,-1.321,0.54,,3.5757649805367193
TOI-2095,M2.5 V,3759.0,-1.459,0.44,M,3.5750723257138124
Kepler-2000,,3757.0,-1.053,0.58,,3.5748411950633847
Kepler-186,M1,3755.0,-1.26,0.52,M,3.5746099413401873
Kepler-1089,,3753.0,-1.297,0.49,,3.5743785644130823
K2-324,,3752.0,-1.333,0.51,,3.5742628297070267
Kepler-236,M1 V,3750.0,-1.229,0.51,M,3.574031267727719
Kepler-438,,3748.0,-1.357,0.52,,3.5737995822157407
K2-404,M1,3748.0,-1.239,0.55,M,3.5737995822157407
TOI-5344,,3747.0,-1.213,0.59,,3.573683693093798
K2-416,M V,3746.0,-1.27,0.55,M,3.5735677730392186
K2-149,M1.0 V,3745.0,-1.31,0.57,M,3.5734518220354854
Kepler-296,M2 V,3740.0,-1.509,0.48,M,3.5728716022004803
Kepler-296,M2 V,3740.0,-1.569,0.48,M,3.5728716022004803
GJ 676 A,M0 V,3734.0,-1.043,0.69,M,3.5721743136130595
GJ 649,M1.0,3734.0,-1.361,0.5,M,3.5721743136130595
TYC 2187-512-1,M1.0 V,3734.0,-1.381,0.5,M,3.5721743136130595
Kepler-1712,,3732.0,-1.179,0.51,,3.571941635074462
Kepler-1902,,3729.0,-1.117,0.51,,3.571592383361307
GJ 514,M0.5-1.0 V,3728.0,-1.367,0.5,M,3.571475903681944
TOI-776,M1 V,3725.0,-1.31,0.55,M,3.5711262770843115
K2-257,,3725.0,-1.381,0.5,,3.5711262770843115
HATS-6,M1 V,3724.0,-1.1,0.57,M,3.571009672309305
Kepler-1628,,3724.0,-1.33,0.52,,3.571009672309305
GJ 3998,M1,3722.0,-1.387,0.49,M,3.570776368794748
Kepler-705,,3722.0,-1.385,0.51,,3.570776368794748
GJ 411,M1.5 V,3719.0,-1.71,0.37,M,3.5704261783589724
GJ 3138,M0,3717.0,-1.347,0.5,M,3.570192561095726
K2-251,,3717.0,-1.342,0.49,,3.570192561095726
Kepler-691,,3715.0,-1.305,0.5,,3.569958818096594
Kepler-1651,,3713.0,-1.368,0.5,,3.569724949226159
TOI-5688 A,,3713.0,-1.228,0.58,,3.569724949226159
Kepler-617,M1 V,3712.0,-1.305,0.48,M,3.5696079675468244
K2-104,M2.5e,3712.0,-1.434,0.48,M,3.5696079675468244
K2-419 A,,3711.0,-1.277,0.54,,3.569490954348783
TOI-2068,,3710.0,-1.311,0.54,,3.569373909615046
K2-323,,3710.0,-1.339,0.55,,3.569373909615046
TOI-1470,M1.5 V,3709.0,-1.425,0.47,M,3.56925683332861
TOI-620,M2.5 V,3708.0,-1.288,0.55,M,3.5691397254724593
TOI-2379,,3707.0,-1.129,0.62,,3.5690225860295635
Kepler-54,M1 V,3705.0,-1.301,0.5,M,3.568788212315347
HD 285968,M2 V,3703.49,-1.658,0.48,M,3.5686111763264328
TOI-4527,M2V:,3702.0,-1.398,0.49,M,3.5684364144168854
Kepler-676,,3701.0,-1.295,0.49,,3.5683190850951116
K2-137,M3 V,3697.0,-1.484,0.29,M,3.5678494505731067
K2-151,M1.5 V,3695.0,-1.553,0.45,M,3.5676144427308447
K2-89,,3691.0,-1.327,0.32,,3.5671440451956573
TOI-1695,M1 V,3690.0,-1.354,0.52,M,3.56702636615906
TOI-530,,3688.0,-1.31,0.54,,3.5667909123815917
GJ 887,M1 V,3688.0,-1.434,0.47,M,3.5667909123815917
Kepler-974,,3687.0,-1.354,0.5,,3.5666731376061165
GJ 536,M1 V,3685.0,-1.377,0.5,M,3.56643749219507
Kepler-1741,,3683.0,-1.242,0.42,,3.566201718854913
Kepler-225,M1 V,3682.0,-0.996,0.48,M,3.5660837841679958
TOI-663,M1 V,3681.0,-1.37,0.51,M,3.5659658174466666
AU Mic,M1,3678.0,-1.038,0.74,M,3.5656117249020585
K2-147,,3672.0,-1.292,0.57,,3.564902672529205
K2-354,,3669.0,-1.614,0.41,,3.5645477117559476
K2-264,M2.5 V,3660.0,-1.481,0.47,M,3.5634810853944106
TOI-3714,M2,3660.0,-1.407,0.51,M,3.5634810853944106
Kepler-1124,,3658.0,-1.323,0.34,,3.563243701140398
HD 112300,M1 III,3657.0,2.701,65.8,M,3.5631249603380444
Gl 686,M1.0 V,3656.0,-1.53,0.43,M,3.5630061870617937
Kepler-1319,,3655.0,-1.457,0.54,,3.562887381293879
K2-133,M1.5 V,3655.0,-1.479,0.46,M,3.562887381293879
K2-125,,3654.47,-1.641,0.4,,3.56282440105706
GJ 3470,M1.5,3652.0,-1.538,0.5,M,3.562530768862261
TOI-198,M0 V,3650.0,-1.433,0.44,M,3.5622928644564746
EPIC 201170410,,3648.0,-1.9,0.28,,3.5620548296563785
LHS 1815,M1,3643.0,-1.387,0.5,M,3.561459171241916
Kepler-1321,,3640.0,-0.862,0.5,,3.561101383649056
Kepler-1652,,3638.0,-1.638,0.38,,3.5608626947274646
Kepler-1984,,3638.0,-1.55,0.42,,3.5608626947274646
Kepler-1624,,3636.0,-1.323,0.47,,3.56062387454993
TOI-6034,,3635.0,-1.403,0.49,,3.5605044151950564
Kepler-732,,3631.0,-1.375,0.46,,3.560026248912892
K2-384,M4 V,3623.0,-1.87,0.35,M,3.559068334034537
K2-91,,3622.0,-1.841,0.28,,3.5589484459780394
TOI-1266,M3 V,3618.0,-1.538,0.44,M,3.558468562523795
GJ 15 A,M1,3607.0,-1.655,0.38,M,3.5571461423183632
GJ 806,M1.5 V,3600.0,-1.585,0.41,M,3.5563025007672873
GJ 674,M2.5,3600.0,-1.796,0.36,M,3.5563025007672873
2MASS J21252752-8138278,,3592.0,-1.168,0.67,,3.5553363279952666
Kepler-369,,3591.0,-1.42,0.47,,3.555215405126073
EPIC 201238110,,3587.0,-1.508,0.37,,3.5547313766759667
GJ 436,M2.5 V,3586.11,-1.585,0.46,M,3.5546236069384674
TOI-5293 A,M3+/-1,3586.0,-1.374,0.52,M,3.554610285226164
TOI-5319,M,3580.0,-1.459,0.49,M,3.5538830266438746
DE CVn,,3579.0,-1.574,0.42,,3.553761698390004
GJ 393,M2.0 V,3579.0,-1.571,0.43,M,3.553761698390004
Kepler-1439,,3578.0,-1.544,0.43,,3.553640336231354
K2-400,M3,3578.0,-1.748,0.38,M,3.553640336231354
TOI-3785,M2 V,3576.0,-1.435,0.5,M,3.55339751012388
TOI-1685,M2.65 V,3575.0,-1.515,0.46,M,3.5532760461370994
TIC 46432937,,3572.0,-1.385,0.53,,3.552911450216509
K2-387,,3572.0,-1.239,0.59,,3.552911450216509
K2-124,,3570.0,-1.659,0.39,,3.552668216112193
Kepler-249,M2 V,3568.0,-1.495,0.48,M,3.5524248457040857
K2-95,M3.0,3566.0,-1.635,0.4,M,3.5521813388393357
GJ 680,K5,3563.0,-1.514,0.46,K,3.5518158223510157
TOI-4559,,3558.0,-1.693,0.37,,3.5512059437479064
GJ 3090,M2 V,3556.0,-1.342,0.52,M,3.5509617522981762
Kepler-560,,3556.0,-1.717,0.33,,3.5509617522981762
TOI-1231,M3 V,3553.0,-1.487,0.48,M,3.550595207489328
TOI-2084,M2+/-0.5,3551.0,-1.492,0.48,M,3.5503506723016156
Kapteyn,M2.0V,3550.0,-1.793,0.29,M,3.550228353055094
Wolf 327,M2.5 V,3542.0,-1.63,0.41,M,3.549248556854056
GJ 27.1,M0.5 V,3542.0,-1.585,0.52,M,3.549248556854056
K2-33,M3.3,3540.0,-0.824,1.05,M,3.5490032620257876
GJ 463,M3 V,3540.0,-1.523,0.49,M,3.5490032620257876
K2-88,,3537.0,-1.545,0.26,,3.5486350598147514
HD 180617,M2.5 V,3534.0,-1.49,0.48,M,3.5482665451707454
